ID,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10
PLA2R1,23.1,-2.2,37.8,-21,3,3,-4.2,-1,-5.2,3.9
DNAH7,40,37.8,13,46,-13,6.4,29.6,33.8,79.9,49
PTGIS,209,204.4,209.4,101.3,93,192.8,140.8,161.8,178.7,128.2
MC4R,80,61,52.6,57,95,54.1,48.5,57.9,74.3,99.8
TNR,198,88,39.8,115.3,88,162,65.9,100.5,55.9,104.4
NPY1R,67.6,53.9,72.8,54.1,17.7,87.1,62,65.8,95.3,53.9
LGALS3,9263.6,12141.2,11222.4,10983.8,14510.7,12079.5,9693.7,10573.6,11900.1,11626.3
KIAA0246,977,526.8,961.8,724.4,574.3,610.8,638.8,1199,550,499.3
COL1A2,52.7,47.6,48,-1.3,0.4,21.8,20.2,41.6,63.2,44.1
PTPN6,537.8,741,508.4,483,827.2,609.2,539.8,525.5,413.1,494.9
C8G,26.9,28.6,-16.8,-82.9,45,84.4,77.2,39.9,-24.3,-57.6
FCGR2B,139,175,92,79.9,124,79,88.9,115.3,98,22.4
TNFRSF14,773,749,539.4,620.4,578.3,823.9,470.6,689,586,567.8
NR5A2,55.6,43,35.5,-6.1,23.9,62.3,42,35.5,53.7,76.7
LBX1,11.6,53.9,-52.4,-0.4,28,27,60,38.1,19.6,29.6
ITIH3,40,46.8,46,-40.1,-37.2,23.5,34.3,12,16.7,32
HE4,709,837.6,361.4,1566.1,421.7,529.5,554,614,607.8,598.6
FECH,188,308.7,334.7,192.7,175.1,173,229.7,172.1,232,331.6
IGFBP6,536.1,573.5,755.7,302.5,184.7,796.1,489.7,1213.4,1888.9,828.3
H4F2,-50.5,-148.1,-154.3,-116.6,-55.6,-102.4,-208.6,-72.6,-128.6,-141.6
HSU79266,313.9,296.3,155.8,324.3,287.1,281,130,312,54.8,114.9
GCGR,163.7,177,262,165,159.1,349.8,161.8,243.8,115.3,95.8
PBX3,508.4,436.5,407.3,471.6,459.1,411,398.7,414.5,374.7,391.6
GBA,90.5,120,91,111.6,10.6,82.6,72.9,159.9,98,142.8
DUSP7,208,168.3,149.4,110.7,125,152.4,145.8,165.5,246.5,183.3
ATP5J,808,748.1,911.5,762.5,678.1,787.9,983.8,723.3,700.2,723.4
FSTL1,484.7,584.4,600,738.2,441.7,563.6,772.8,635.6,670.3,536
CCBL1,19.3,65.9,-1.7,-18.2,17.7,31,20.2,16.8,-46,20.3
GTF2B,117.2,146.2,216.2,186,174,190.7,259.1,151.5,225,159
MGC11242,235.2,181,187.2,133.5,179.3,86.2,110.5,172.1,108.9,119.8
UGT1A6,17.7,18.5,16.7,82.6,40,-5,29.6,12,20.3,43.3
DBT,11.6,7.3,83,54.9,0.4,14,6.6,-1,52.6,14
IDI1,304.6,364.2,236,339.8,447.9,331.2,817.8,258.2,343.1,479.3
TGM1,159.1,204.4,262,158,243,195.6,165.5,240.1,171.7,268.7
ARHA,4436.1,3861.2,4792.6,4257.5,5311,4482.3,4833.3,4388.3,4875,5016.6
MFAP2,404.2,159.1,211.9,375,175.1,119.2,299.8,345.2,135.4,247.8
KIAA0235,1349.7,833.8,1292.9,869.5,1145.9,1082.2,1078.6,969.4,1428.6,1392.1
P5-1,213,282.6,25.2,140.5,128,202.5,104.7,118,127,46
ARPC4,588.6,656.8,547.7,517.2,478.9,646.3,381.2,497.7,415.2,479.3
PLAB,653.7,381.6,583,852.3,476.3,148.7,1475.3,649.9,369.7,906.3
GNAO1,362.6,196.4,375.6,313.1,372.4,292.7,225.5,355.9,397,350.2
PPP1R10,213,325.4,331.2,239.2,292.3,270,308.4,192.5,381.3,313
COL5A1,30.3,-2.2,12,45,-45.2,-51.6,54.9,-21,4.7,12
FABP2,17.7,75.5,48,39.9,2.1,72,36.7,48,1.9,35
ETS2,139,254.5,323.2,579.1,540.2,259.9,885.7,274,672.1,587.4
RPA3,200,262.1,238,238.2,215.8,306.7,315.4,274.9,157.1,351.7
ARPC2,2144.1,2582.4,2282.5,2202.8,2579.7,2647.2,2565.7,2820.1,2259.2,2153.6
PPP4C,573.7,767.6,506.1,720.3,652.9,683.9,555.6,501.1,529.5,448
TNFRSF1B,694.5,894.3,630.8,807.8,542.7,764,654.2,793.9,553.8,615.5
HE1,8539.4,8745.5,7658.7,12345.3,10763.9,11416.3,11800.2,10643.4,8721.7,10036.2
ABO,113,113.8,82,173,143.1,233.4,111.3,116.2,222,85
COMT,1126.4,1380.4,1301.6,1341,1887.2,1262.8,1228,1017.9,1371.8,1280.9
CDKN1C,252.7,197.2,506.8,174,338.3,250.6,344.8,290,346.4,462.6
TCEB3,248.3,206,309.8,298.6,325.7,301.1,230.5,186.8,289,255.4
BBC3,217,264,148.3,249.8,198.9,146.8,153.6,147.2,147.5,180.7
MAOA,198,84.6,299.4,189,208.7,277,486.1,235.4,317.8,475.1
NEK1,107,31.1,63.9,57,62.3,36.7,49.7,6.3,56.4,89.1
PRP18,117.2,110.5,141.8,209.8,151.5,169,236.3,163.6,264.1,169
CENPF,44,43,29.8,44.1,66.8,29,24,26,79,39.9
BCHE,23.1,113,108,63.9,20.2,115.7,148.4,158,206,38
SLC5A3,-8.1,-8.4,22.7,3,52,24.3,-6.5,45,12.5,53.9
CASP1,112.2,179,118,128.3,104.4,298.3,228.8,112.5,134.3,125.4
TACSTD2,979.8,1166.4,696.7,1153.7,1137.1,1128.1,1123.7,1300.6,1762.4,1351.5
PLCG1,70.2,43,49,8.2,79,75.1,46.2,102.2,23.9,77.4
COL2A1,-63.1,-40.3,-74.5,-100.8,-25,-21,-91.9,-84.6,-42.7,-18.5
CTSC,1621,2731.8,1553,1826.6,2008.5,2453.3,2112.9,1832.6,1760.1,1844.5
LOXL1,193,111.3,229,201.6,161.4,108.8,223,180.4,156.2,98
NR0B1,-40.8,-77.1,-24.2,-67.1,-22,-72.2,-36,-26.8,-46.8,-25.7
GPRK2L,42,-37.4,18.1,16,-1.3,-30,-8.8,-3.7,-6.2,32
ETV3,9,96,52.6,41.6,85.3,147.7,150.1,84.6,102.2,110.3
RPE65,20.2,16.8,16,-8.4,35.5,-9,-23.7,3,10.8,1.7
APXL,63.9,60,132.2,144.9,250.3,131.1,135.4,141.8,239,224.7
STX1A,262.4,221.3,280,230.6,205.1,185,158.9,247.2,227,196.2
SLC15A2,130,108,105.5,126.6,75.9,125.2,103,82.4,82.6,149.4
MSN,4883.7,4286.1,5090.6,5371.5,5394.4,5305.5,4640.4,4616.8,4983.6,6543.4
EPB42,18.5,49.4,-10,-15.5,-32,18.5,-3,17.7,7.3,22.4
TBCE,48.9,159.1,162.3,178,135.6,174,182.5,162.7,137.5,150.5
SLC9A3R2,228.6,222.1,385.3,200.7,211.4,304.8,256.5,317,319.4,416.2
CCKAR,309.8,179,267.7,137,248.5,212.6,178.7,287.2,237,196.2
SIX1,166,118,72,212.6,16.8,57,63,52.6,239,47
KIAA0618,76.4,67.6,84,66,113,76.7,79,110.7,89.8,110.3
SLC9A5,134,200.4,206,157.1,210.5,120.4,133.2,140.8,122,179.9
UGP2,-65,-41.7,-9.1,-8.4,-32,-35,-3,-46.8,21,-29.7
GZMK,219,294.2,35.5,44.1,68.5,359.5,102.2,130,82.6,21.7
FDPS,771,984.8,739.2,776.2,867.2,1217.7,1120.3,746,1200.6,1017.3
IFNGR2,696.3,1031.7,768.4,742.2,908.8,909.4,816.2,855,658,573.4
GLRX,649.2,873.6,525,643,1317.1,805.3,696.6,610.4,605.9,441.8
KIAA0179,108,73.8,40.5,155.4,141.2,168,150.1,151.5,104.7,139.3
COPS5,347.1,332.9,317.9,348,293.1,427.7,477.9,311,353.8,347.1
GLRB,29.4,67.6,83,73.6,33.2,32,79.9,21.8,61.4,35
SFTPA2,350.3,281.9,111.6,246.4,353.6,853.1,368.5,327.3,527.8,350.9
ZNF79,20.2,35.5,18.1,37.8,11.3,31,9,33.8,55.9,23.1
ZNF132,126,61,159.1,86.2,107.1,98,76.4,122.6,169.4,171
SAFB,861.2,764.9,834.9,648.1,810.7,694.8,622.7,685.1,575.6,839.9
DRP2,55.6,52,108.9,34.3,109.7,65,32,60.6,26,45
KPNB2,946.9,908.9,710,714.7,733.3,754,473.4,581.1,600.2,578.1
CUL4A,-31,-70.4,-25.7,34.3,-45.2,-100.3,-71.8,-129.3,0.8,-36.9
RFX2,-135.9,-10,-133.8,-141.9,-140.7,-151.3,-146.7,-102,-130.1,-182.2
SSTR5,18.5,-32.8,39,-62.9,35.5,-27,-3,173.1,-8.9,65
ATP2B4,67.6,25.3,27.5,24.3,37.8,39.8,18.5,-2.3,5.6,11
CTRC,828.7,644.6,857.4,633.6,696,740.2,550,657.1,739.7,753.2
KIAA0193,1248.4,1129.9,1050,1109.1,782.7,1040.4,859,1239.4,866.1,1006.2
GSTTLp28,1130.5,1727.1,1078,1585,1708.2,1587.1,1514.9,1438.3,1154.9,1264.1
GCH1,23.1,107.1,44.2,21,43,161,43,53.9,78.2,73.6
KIAA1171,1.5,61,-40.5,3.8,100.7,51,36.7,38.1,39.9,34
BDKRB2,214,152.6,335.6,176,187.9,197.7,148.4,239.2,177.8,268.7
KIAA0010,94.7,99.8,141.8,100.2,87.1,111.8,168.4,140.8,121,113.4
ERBB3,266.8,206,272.1,384.3,403,247.2,228.8,182.5,348,576.2
MAN2A2,125,108.8,98,110.7,198.9,142.9,169.3,85.8,89.8,110.3
KCNQ2,2.2,29.4,0.3,-21,-44.1,10,16.8,37.2,-21.8,-7.5
DGCR5,25.3,16,-24.2,29.4,8,-63.8,-76.1,-13.7,-15.9,-9.4
GDI2,983.9,1102.4,834.9,816.8,710.9,1100.7,872,873.8,711.6,923.7
PCM1,388.2,409.2,332.9,427.7,286.2,376.2,492.5,354.2,450.5,374.3
SLC1A3,278.8,399.4,85,165,192.7,118,197.1,40.7,77.4,78.2
PSMB3,1575.1,1535.7,1465.1,1744.2,1474.3,2155.7,1348.9,1820.8,1577.9,1379.5
BCL2A1,329.8,573.5,274.7,842.7,976.6,442.8,697.3,329.2,497,433.5
TIAF1,212,183,184.4,201.6,114.7,198.3,219.3,118,162.6,146.2
CYP11A,56.3,3.9,72.8,31.1,52,65.9,17.7,7,30.5,57
MAPK8IP2,150.1,107.1,186.2,88,170.6,150.5,115.5,183.6,117.1,70.4
IQGAP1,591.3,627.2,518.2,751.9,558.9,471.5,456.1,466.2,568,485.5
RFC5,-134,-83.8,-116.2,-120.8,-83.9,-128.4,-100.6,-126.1,-64.3,-129.1
KIAA0147,804,637.7,814.2,613.1,652.1,586,483.4,678.7,489.1,712.6
EMP2,2564.7,2319.3,1790.4,1971.3,4139.3,3360.5,3934.6,2080.5,4285.3,3943
ETV5,388.2,445,472.5,378,567,566.8,621.2,433.4,576.5,658.4
DSCR1L1,291.1,251.6,578,300.6,198,277,431.8,460.3,400.3,414
IL12RB2,19.3,8.1,16.7,12.5,65.9,21.8,10.2,-11.8,6.4,-24.2
SOX4,673.7,564.9,432.6,749.5,511.7,315.1,399.4,762,486.5,507.1
ID2,993.7,948,750.9,848.9,795.7,1093.2,2100.5,1270.4,1024.5,878.1
COMP,277.9,43,135.4,125.7,121,75.9,52.7,319.8,37,78.2
PTGFR,72,59,23.5,21,29,72,87.1,118.9,43.3,52
DGKE,-1.5,-3.8,-6.5,-1.3,-21,-1.3,-6.5,-31.4,-39.3,-8.1
LOC54460,87,17.7,63.9,77.4,65,57,74.6,52,69.4,65.8
POH1,184,289,160.1,279.8,209.6,336.5,281.1,195.9,154.5,184.1
CENPC1,92.2,70.2,114.4,88,48,54.1,79,98.8,88.9,114.9
ZNF32,536.1,436.5,564.4,451.4,414.3,516.8,540.6,512.6,580.3,450.1
MAT2A,130,85.8,77.4,71,99.8,172,260.8,123.5,183.4,106.2
LCAT,143,147.2,199.8,82.6,101.6,124,88,77.2,11.6,150.5
CYP2C18,16.8,69.4,65,92,35.5,61,52,45,39.9,55.8
RCV1,9.9,58,16.7,10.2,33.2,4.7,28.4,78.1,-6.8,44.1
DPM1,504.3,483.2,517.4,413.7,415,506.9,575.6,435.2,556.6,457.4
LU,163.7,140.5,256,176,163.7,142.9,108.8,137.5,270,216.6
H2BFR,-67.9,-108.2,-10,-65,-22,-61.6,-77.5,-90,-5.7,-79.3
GYPB,36.7,36.7,90,53.4,63.7,9,55.6,68.9,127,86
HRAS,125,211.1,144,201.6,70.2,150.5,249.8,213.2,90.7,132.3
MAP3K5,149.2,164.9,80,133.5,149.6,79,136.5,120.8,137.5,83
DAZ,51.2,74.6,73.6,74.3,23.9,-0.4,65.9,57,30.5,44.1
COL4A2,526.4,577.4,557.6,962.4,691.1,753,905.6,649.1,501.3,481.4
PACE,378.8,328.7,393.4,430.3,420.3,350.6,347.2,394.9,431.5,381.6
ADAM3B,8.1,35.5,72.8,16.8,75.1,40.5,50.8,59.7,75.1,22.4
STX3A,147.5,151.5,204.2,247.2,247.6,182,286.5,175.1,239,240.4
NT5B,249.2,124,206.9,283.1,258.6,288,323.4,268.3,242,261.2
SID6-306,57,26.9,39,47,41,42.8,-12.4,68.9,97.1,74.3
HGD,48.9,34.3,39.8,12.5,21.7,-33,28.4,-10.9,-6.8,13
STK3,233,238.2,258,197.1,296.5,268,276.5,269.9,268,240.4
S100A8,393.2,840.7,595.7,1015.3,750,864.7,1377.3,1245.1,1227.6,1569.3
GYPC,405.9,492.7,605.1,540.2,547.6,654.6,784.8,482,755.1,579.9
TNFRSF1A,833,946.4,889.1,1052.7,920.2,1029.5,866.5,990.3,1023.7,966.2
CYP2C8,9.9,0,63.9,41.6,23.9,50,27.2,57.9,64.1,44.1
SYCP1,-51.5,0.8,-12.5,-7.7,20.2,-2.1,-12.4,33.8,25.3,16
BTN3A1,416.2,497.7,232,206,217.6,408.1,360.3,219.4,333.3,322.5
COL4A5,65.9,12,129.1,79,12.1,55.6,43,55.1,108,124.5
KIAA0005,894.8,859.1,987.3,1032.9,603.4,971.3,1333.8,955,826.1,1012.9
KIAA0430,564.9,477.2,497,381.5,392.5,452.5,522.4,388.5,408.5,477.2
F8A,257.1,381.6,106.8,294.8,312.7,360.4,351.4,167.4,75.9,329.8
PRM1,6.4,-12.8,-35.2,19.3,3,54.9,-12.4,43.3,-6.2,55.8
RUNX2,21.7,0,25.2,-24.2,-15,13,22,-1.7,23.1,17.4
ABCB10,88,12,42.8,35.5,65.9,26,34.3,65.8,53.1,70.4
CSF2,217,201.2,174,176,163.7,223,140.8,235.4,191.1,186.6
MCM6,333.4,261.2,348,365.2,271.4,396.3,335.3,365.6,351.3,307
CRH,-17,-10,18.9,35.5,0.4,1.3,3,24.3,-3.5,-8.1
SLC9A1,746,726.8,889.1,667.7,893,696.5,543.5,717.4,721.8,777.6
PPP2R5E,388.2,334.6,386.8,383.6,352.9,355.1,408.4,370.1,320.3,422.2
CACNB3,219,142.2,207.7,108.9,172.9,200.4,142.9,145.1,214,178.2
FABP1,-36,-10.9,-53.3,-48.4,-13,-88.9,-39.5,-38.4,-31,-44.4
PHKA1,52,49.4,21,-3.8,26,29,66.8,1,46.8,42.4
MYO7A,3.9,-14.6,26,53.4,-27,73.6,43,49,41.6,-13.4
S100P,168.3,137,213.6,412.3,129,131.1,230.5,206,269,420
DKFZP434P211,110.5,42,-13.4,42.4,26,0.4,34.3,68.9,-10.7,57
KIAA0233,399.2,399.4,614.4,427.7,510.9,410.3,461.5,380.1,320.3,585.5
DSC1,-44.7,-38.9,-7.4,-52.6,-53.3,-29,-39.5,-73.6,-21,-32.1
RGS12,-17,4.7,-46.9,-11.8,42,-17.3,-60.7,-13.7,-56,-13.4
SKIV2L,84,171.7,25.2,72.8,100.7,136.5,107.2,162.7,-28.5,-28.1
ISG15,348,664.6,527.3,434.3,1017.9,1243.9,525.3,772.9,385.4,536
LTBP2,504.3,575.8,1081.3,883.3,908.8,403.7,1012.4,571.3,790.1,1154.2
PSEN1,700.8,911.2,663.3,742.2,845.8,845.4,654.9,736.8,795.2,868.9
IPF1,-125.4,-61.7,-36.9,-25.3,-3,-3,-13.7,-49.2,72.8,11
BECN1,1124.3,1085.3,1316.5,1025.9,1083.6,1094.5,1002.1,1209.1,961,972.9
GAB1,89.7,34.3,59.3,16,23.9,52.7,55.6,18.5,55.3,46
TAGLN,5326.4,3411.1,10244.6,5430.7,2974.6,7569.7,6022.6,4437.8,5206.2,3235.9
MAML1,430.5,481.5,617.8,485.6,544.3,475.2,436.3,524.2,437.8,561.2
GS3955,490,632.4,904,789.2,433,507.6,561.2,539.8,660.7,842.4
RPS27,14211.3,15982.4,19645.4,16852.9,14533,16038.7,22280,14941,14259.2,17913.3
AK3,140,208.6,198,228.7,92,180,108.8,288,131.1,76.7
PXMP3,216,196.4,206,261.6,224,185,286.5,260.8,254.4,198
SERPING1,4034.2,5408,4398.5,2854.4,2929.5,5078.7,4887.5,2850.6,3544.2,3621.9
CMA1,60.4,91,123.5,47,170.6,116.5,68.5,135.4,109.8,90.2
PTHR2,25.3,45,67.6,85.3,92,36.7,30.8,77.2,83.5,80
CUL4B,27.7,41,35.5,89,53.7,66.8,23,29.4,31.2,20.3
BIRC3,186,249.7,78.2,117.1,121,244.7,124.4,108,204.9,80
NR1H3,390.7,597.7,266.8,558.1,332.5,431.9,272.7,358.6,223,174
RBMX,494.4,453,447.9,401.2,472,526.7,482.5,387.1,424.4,444.8
C3AR1,278.8,613.4,200.7,499.8,267.8,398.5,401.9,240.1,182.5,190.9
EPOR,145.8,153.7,207.7,123.1,142.1,189,205.1,158,130,172
TSHR,23.9,-66,40.5,-20.1,6,29,-10,23.5,-18.8,26
GSS,196,191.6,148.3,204.2,210.5,248.9,249.8,198.4,146.6,176.5
NFKBIL1,105,153.7,152.6,178,187.9,197,121.2,137.5,71.1,91.3
ARHGAP4,854.7,810.2,562.7,818.4,651.3,787.9,538.4,784.7,433.6,539.1
KIAA0007,69.4,73.8,49,85.3,79,65,70.2,65,51.1,91.3
SERPINH2,1311,1183.6,1267,1953,877.3,1131.5,1354.4,1204.8,1194.4,1110.7
TG,54.9,72,87,76.7,1.3,50,53.4,57.9,103,46
IFI30,4275.2,7743.2,4550.9,7490.7,6791.8,6461.2,3071.1,5539,4681.7,4477.6
IRLB,105,188,52.6,117.1,162.6,188,151,182.5,112.5,116.5
TAF2E,308.7,183,179.6,277.3,135.6,272,261.6,270.8,300,280.6
PTGS2,89.7,79,179.6,317,214.1,65.9,465.2,175.1,260.6,194.4
KIAA0128,148.4,91,37.8,103.6,14.4,53.4,70.2,50,36,63
TPT1,13696.5,14101.4,15018.2,16362.9,15067.5,16141,14460,14188.9,17797.9,16036.6
GUCY1A3,372.6,337.9,423.8,303.5,267.8,354.2,363.7,340.5,439.2,407.4
GMPS,371.1,395.8,364.6,289,385.2,432.8,341.6,385,273,285.2
NFKBIE,51.2,70.2,-37.8,55.6,-0.4,78.2,43,16.8,33,-66
OPLAH,3865.2,4178.8,3840,4366.2,3783,4754.8,3827.8,3871.2,4153.4,4561.2
FEZ2,447,578.2,477.9,477.7,509.2,499.1,743.5,583.8,605.9,523.5
OSMR,21,3,39,46,2.1,29,35.5,34.6,-5.2,25.3
BLK,144.9,-22.1,-67.4,-39.1,-12,-20.1,-22.4,-11.8,-63.5,-45.4
RAP1B,793,930.3,628.2,742.2,671.6,1002.1,846.7,702.6,929.7,990.6
FLJ20224,0,55.8,52,41.6,68.5,51,43,-5.1,39,18.9
SLC1A2,-13,89,11,19.3,47,16.8,52,53.9,0.3,25.3
MOX2,55.6,30.3,97,108.9,66.8,54.9,80.8,107.2,63.2,30.8
PRKDC,42,108,26.8,69,61,45,117.2,16.8,72,15
MCC,79,-6.1,51,40.7,98.9,24.3,68.5,50,49.4,76.7
ARHGEF1,532.1,662,580.5,543.7,580.7,562.8,504.3,464.5,394.5,552.8
GRP,116.3,80.1,70.2,79.9,48,73.6,41,64.1,378,74.3
IL8RB,99,46.8,83,191.8,63.7,75.1,247.2,141.8,180.6,160
KIAA0175,52,32,57,46,23.9,73.6,29.6,2.3,13.4,-6.2
WNT10B,111.3,184,189.1,123.1,146.8,107.2,84.4,145.1,150.1,159
RCN2,158,101.6,81,198.9,180.4,166,243.8,118,207,174.8
APLP2,2902.1,3093.5,3468.9,3500.3,4906.3,3291.7,3480.9,2949.5,3803.5,5201.6
C1QBP,572.8,612.6,490.6,755.2,558.9,680.6,690,510.6,578.4,787.5
RPA2,961,1108.3,1022.9,631.4,738.8,809.9,764.5,989.4,931.4,842.4
COL4A1,1006.9,1103.9,1348.7,1846.1,1020.6,1133.6,2008.5,1086.4,1095.7,1081.1
D5S346,1337,1253.1,1521.8,986.4,1329.3,1292.7,1430.5,1369.1,1660.5,1500.1
NPR2,72,140.5,132.2,196.2,96,178,112.2,61.4,75.9,151.5
CRAT,812,785.4,994.9,889.5,786.4,946.4,663.7,1073.9,888.8,1001
MAGEA3,44,-6.1,7.7,39,56.2,2.1,-10,16.8,48.5,-43.5
AMY2B,241.9,175,119.8,119.7,181.5,224.7,233,283.1,320.3,273.3
SGCD,-44.7,14,18.9,-32.8,8,-3,21,16,-25.2,-23.4
RAB2L,496.1,371.1,543.9,441.7,474.6,398.5,580.4,395.6,439.9,502.5
CALCR,108.8,45,97,47,90,67.6,46.2,89,81.7,57
UBTF,428.2,453,604.2,520.7,443.7,507.6,465.2,579.3,602.1,511
KIAA0062,396.6,299.4,537.9,442.3,209.6,333.8,383.8,545.2,482.1,335.2
DIO3,-64.1,-155.9,-134.6,-138.7,-110.2,-112.8,-94.8,-144.6,-136,-129.1
EPHA1,148.4,136.1,158,131.2,153.3,108,141.8,150.5,108,146.2
ZNF45,39,62,77.4,16.8,16,63.7,12.5,12,21.7,7.3
NOS2A,56.3,17.7,97,106.9,-7.2,58.3,65.9,-19.2,78.2,180.7
HSU52521,72,85.8,85,80.8,86.2,81.7,85.3,73.8,69.4,134.7
SPTBN1,1085.4,984.8,1367.5,882.6,1073.5,952.5,878.9,1372,1357.2,1317.9
HNRPC,2136.9,2387.5,1483.3,1994.6,1790.3,2652.8,1597.8,1981.6,2194.9,1900.1
ICSBP1,209,334.6,192.7,229.7,114.7,294.5,173.1,126.3,224,199.8
LILRA2,20.2,67.6,97,81.7,214.1,101.3,197.1,123.5,69.4,142.8
MUC5B,-90.9,116.3,-261.1,183,-67.1,-68.1,-104.9,42.4,-201.6,-297.7
DNASE1,-161.8,-34.9,-70.2,-52.6,-140.7,-117,-99.1,-97.7,-11.5,-59.4
KLRD1,206,79,86,127.4,50,91.3,89.8,26,159.1,88
RPL36A,3117,2652.6,2687.9,2022.4,2380.5,2338.3,3254.5,2804.5,2768.8,2368.8
TUBB4,217,172.9,140.8,373.5,304.2,120.4,186.2,422.8,106.3,105.3
MFAP3,28.6,56.4,14,63.9,36.7,66.8,1.8,23.5,22.4,30.8
TEAD1,16,20.2,55.1,52.7,43,33.2,39,7,36,-6.8
CCT6B,13.4,71.1,44.2,39,-6.5,41.2,48.5,3.7,57.9,16
TP53,146.6,211.1,202.4,231.6,136.5,223,136.5,169.3,155.4,164
ENTPD1,257.1,253.5,336.5,190,216.7,218.3,207.5,283.1,186.2,183.3
HLA-A,9951.6,14261.9,7478.3,8872.9,11225.6,14774.6,9147.4,8381.8,6564,7733.8
HRB2,137,171.7,177.8,97,62.3,126.4,87.1,156.9,144,101.6
GSN,3149.7,3796.7,4419.8,2739.7,2513.8,3856.4,3883.8,3481,3867.2,3468.1
LZTR1,223,179,197.1,165,156.1,197.7,172.1,166.5,184.4,147.2
AGC1,-8.7,-30.6,-17.6,2.1,-11,47,17.7,5,4.7,-0.3
CKMT2,33.2,28.6,40.5,4.5,2.1,34.3,45,8.3,68.5,38
CLCN6,157.1,264,272.1,236.3,282.5,260.8,233.8,256.5,276,249.7
FZD2,197,206,190,142.8,195.3,175,126.8,161.8,161.4,221.9
KIAA0280,133,51.1,190,140.5,127,168,194.4,83.5,193.2,206
HKR3,45.8,46.8,142.9,92,91,36.7,138.6,13,82.6,84
MAGEA9,9,41,95,61.6,45,56.3,21,123.5,4.7,56.4
SFRS11,703.6,751.6,611.8,602.6,585.6,677.2,759.2,841.4,531.2,596.8
TCTEL1,1136.1,1256.2,1007.6,1390,1007.7,1167.5,1242.5,896.1,1467.6,1194.1
OVGP1,3.9,0,-53.3,14.8,-36,-13.7,-70.3,-34.8,3,21
CAT56,147.5,138.8,151.5,108.9,92,120.4,90.7,72.9,123,148.3
VHL,172.9,220.4,114.4,225.9,145.9,198.3,162.7,107.2,139.7,180.7
CTLA4,138,253.5,246,162,144.9,156.1,115.5,304,166,193.6
SRM,539.4,419.5,236,598.5,277.9,459.7,444.5,378.7,114.4,172
AES,3144,2765.5,3142,2703.9,2480.5,2701.1,2454.7,2413.5,2767.3,2526.2
LDLR,850.4,908.1,1154.7,1704.4,2570,1119.2,2713.8,1257.4,1757.7,1798.1
CRABP2,364.2,198,192.7,167,156.1,209.8,249.8,351.5,228,96.9
COL1A1,7925.5,6373.1,7216.7,15292.2,3728.7,3776.4,6746.5,8982.1,3464.8,3464.5
NDP,54.9,57,56.4,82.6,-11,49,25,110.7,22.4,73.6
HSPB3,11.6,17.7,52.6,13.7,35.5,4.7,25,2.3,26.8,-10.8
SR-BP1,492.6,526.8,421.4,441.7,484.1,485.2,373.2,535.7,447.9,550
SOX21,20.2,-129.3,-15.9,25.2,0.4,-48.2,-97.7,-106.4,-14.4,-27.3
PPP2R5C,473.3,410.1,427,381.5,443,431.9,471.5,398.4,554.7,478.2
MSH3,46.6,80.1,72,78.2,107.1,16,72.9,50,118,89.1
MC5R,134,345.5,206.9,422.3,417,323.2,266.5,472,237,336.1
GABRA2,-2.2,-46,1.7,-32.8,-46.4,9,16.8,-11.8,-27.7,-15.1
SSTR2,205,257.3,272.1,155.4,254.9,255.7,176.8,220.3,181.5,189.2
CPSF6,58.1,17.7,75.9,20.2,76.7,62.3,28.4,9,76.7,91.3
CLNS1A,396.6,502.8,327.6,401.9,407.8,448.8,436.9,397,419.5,380.9
POU3F4,9,26,-3,-23.1,51,44.2,42,16,24.6,20.3
RBL2,237.4,239.2,189.1,210.7,177.2,230.8,243.8,106.3,145.8,317.9
GPR1,196,108.8,168.7,102.4,191.8,139.7,96.2,170.2,141.8,130
CREB3,394.1,250.7,423,392,382.8,343.6,318.6,462,386.2,425.2
CHML,-26.8,-81.5,-39.6,-67.1,-96.5,-9,-14.9,-75.8,-46,-40.7
PPAP2B,2660.6,2503.2,3556.5,2174.3,2720.6,2285.2,2309.9,2870.2,2700,3556.1
PSMC1,936.1,1012.3,1033,922.5,953.8,1001.4,1140.3,966.9,1019.2,986.2
RPS28,9248.9,8236.8,8050.7,8663.9,8912.7,7464.3,8791.5,8624,8606.1,9662.6
C5,33.2,55.1,108.9,114.4,84.4,67.6,97.1,30.3,85.3,139.3
PLAG1,10.8,-7.7,55.1,5.2,-46.4,3,1.8,-4.4,-5.7,48
ELF2,224.1,232.5,265,178,168.3,223,243.8,227.8,213,242.1
KIAA0160,448.8,402.1,501.5,420.3,438.3,420.2,419.8,465.3,447.9,474.1
PSMB9,1527.5,2466.7,651.9,869.5,713.7,2779.9,944.6,961,926.2,983.2
AMPD2,432.8,435.2,501.5,610.7,576.7,391.2,421.7,588.2,417.4,378.7
RQCD1,-36,3,22.7,39,19.3,36.7,48.5,23.5,-0.3,59
EPHB1,-0.8,50.2,49,7.5,28,-9,9,85.8,57.9,65.8
STE,52.7,24.6,125.4,50,125,55.6,75.5,80.1,103.8,124.5
PRKCM,75.5,72,111.6,60.4,94,83.5,134.3,69.7,91.6,155.8
PIK3R3,68.5,100.7,75.9,59.3,73.6,13,63,57,68.5,19.6
NUDT2,25.3,145.1,55.8,14.8,81.7,40.5,152.8,57,79,11
P2Y10,187,280.3,181.5,119.7,131.9,182,94.4,165.5,86.2,108.8
